id,warehouse_id,code,name,created_at,updated_at
32,1,A.9.4,"Row: A, Rack: 9, Shelf: 4",1992-05-15 03:21:32,1992-05-15 03:21:32
33,1,A.10.0,"Row: A, Rack: 10, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
34,1,A.11.0,"Row: A, Rack: 11, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
35,1,A.11.1,"Row: A, Rack: 11, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
36,1,A.11.2,"Row: A, Rack: 11, Shelf: 2",1992-05-15 03:21:32,1992-05-15 03:21:32
37,1,A.11.3,"Row: A, Rack: 11, Shelf: 3",1992-05-15 03:21:32,1992-05-15 03:21:32
38,1,A.12.0,"Row: A, Rack: 12, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
39,1,A.12.1,"Row: A, Rack: 12, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
40,1,A.12.2,"Row: A, Rack: 12, Shelf: 2",1992-05-15 03:21:32,1992-05-15 03:21:32
41,1,A.12.3,"Row: A, Rack: 12, Shelf: 3",1992-05-15 03:21:32,1992-05-15 03:21:32
42,1,A.13.0,"Row: A, Rack: 13, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
43,1,A.13.1,"Row: A, Rack: 13, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
44,1,A.13.2,"Row: A, Rack: 13, Shelf: 2",1992-05-15 03:21:32,1992-05-15 03:21:32
45,1,A.14.0,"Row: A, Rack: 14, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
46,1,A.14.1,"Row: A, Rack: 14, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
47,1,A.14.2,"Row: A, Rack: 14, Shelf: 2",1992-05-15 03:21:32,1992-05-15 03:21:32
48,1,A.14.3,"Row: A, Rack: 14, Shelf: 3",1992-05-15 03:21:32,1992-05-15 03:21:32
49,1,A.15.0,"Row: A, Rack: 15, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
50,1,A.15.1,"Row: A, Rack: 15, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
51,1,A.15.2,"Row: A, Rack: 15, Shelf: 2",1992-05-15 03:21:32,1992-05-15 03:21:32
52,1,A.15.3,"Row: A, Rack: 15, Shelf: 3",1992-05-15 03:21:32,1992-05-15 03:21:32
53,1,A.16.0,"Row: A, Rack: 16, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
54,1,A.16.1,"Row: A, Rack: 16, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
55,1,A.16.2,"Row: A, Rack: 16, Shelf: 2",1992-05-15 03:21:32,1992-05-15 03:21:32
56,1,A.16.3,"Row: A, Rack: 16, Shelf: 3",1992-05-15 03:21:32,1992-05-15 03:21:32
57,1,A.17.0,"Row: A, Rack: 17, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
58,1,A.17.1,"Row: A, Rack: 17, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
59,1,A.18.0,"Row: A, Rack: 18, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
60,1,A.18.1,"Row: A, Rack: 18, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
61,1,A.19.0,"Row: A, Rack: 19, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
62,1,A.20.0,"Row: A, Rack: 20, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
63,1,A.21.0,"Row: A, Rack: 21, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
64,1,A.21.1,"Row: A, Rack: 21, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
65,1,A.22.0,"Row: A, Rack: 22, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
66,1,A.22.1,"Row: A, Rack: 22, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
67,1,A.22.2,"Row: A, Rack: 22, Shelf: 2",1992-05-15 03:21:32,1992-05-15 03:21:32
68,1,A.22.3,"Row: A, Rack: 22, Shelf: 3",1992-05-15 03:21:32,1992-05-15 03:21:32
69,1,A.23.0,"Row: A, Rack: 23, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
70,1,A.23.1,"Row: A, Rack: 23, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
71,1,A.23.2,"Row: A, Rack: 23, Shelf: 2",1992-05-15 03:21:32,1992-05-15 03:21:32
72,1,A.23.3,"Row: A, Rack: 23, Shelf: 3",1992-05-15 03:21:32,1992-05-15 03:21:32
73,1,A.24.0,"Row: A, Rack: 24, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
74,1,A.24.1,"Row: A, Rack: 24, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
75,1,A.24.2,"Row: A, Rack: 24, Shelf: 2",1992-05-15 03:21:32,1992-05-15 03:21:32
76,1,A.24.3,"Row: A, Rack: 24, Shelf: 3",1992-05-15 03:21:32,1992-05-15 03:21:32
77,1,A.24.4,"Row: A, Rack: 24, Shelf: 4",1992-05-15 03:21:32,1992-05-15 03:21:32
78,1,A.25.0,"Row: A, Rack: 25, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
79,1,B.1.0,"Row: B, Rack: 1, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
80,1,B.1.1,"Row: B, Rack: 1, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
81,1,B.2.0,"Row: B, Rack: 2, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
82,1,B.2.1,"Row: B, Rack: 2, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
83,1,B.3.0,"Row: B, Rack: 3, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
84,1,B.3.1,"Row: B, Rack: 3, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
85,1,B.3.2,"Row: B, Rack: 3, Shelf: 2",1992-05-15 03:21:32,1992-05-15 03:21:32
86,1,B.3.3,"Row: B, Rack: 3, Shelf: 3",1992-05-15 03:21:32,1992-05-15 03:21:32
87,1,B.4.0,"Row: B, Rack: 4, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
88,1,B.4.1,"Row: B, Rack: 4, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
89,1,B.4.2,"Row: B, Rack: 4, Shelf: 2",1992-05-15 03:21:32,1992-05-15 03:21:32
90,1,B.4.3,"Row: B, Rack: 4, Shelf: 3",1992-05-15 03:21:32,1992-05-15 03:21:32
91,1,B.4.4,"Row: B, Rack: 4, Shelf: 4",1992-05-15 03:21:32,1992-05-15 03:21:32
92,1,B.5.0,"Row: B, Rack: 5, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
93,1,B.5.1,"Row: B, Rack: 5, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
94,1,B.5.2,"Row: B, Rack: 5, Shelf: 2",1992-05-15 03:21:32,1992-05-15 03:21:32
95,1,B.5.3,"Row: B, Rack: 5, Shelf: 3",1992-05-15 03:21:32,1992-05-15 03:21:32
96,1,B.6.0,"Row: B, Rack: 6, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
97,1,B.7.0,"Row: B, Rack: 7, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
98,1,B.7.1,"Row: B, Rack: 7, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
99,1,B.7.2,"Row: B, Rack: 7, Shelf: 2",1992-05-15 03:21:32,1992-05-15 03:21:32
100,1,B.7.3,"Row: B, Rack: 7, Shelf: 3",1992-05-15 03:21:32,1992-05-15 03:21:32
101,1,B.8.0,"Row: B, Rack: 8, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
102,1,B.8.1,"Row: B, Rack: 8, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
103,1,B.8.2,"Row: B, Rack: 8, Shelf: 2",1992-05-15 03:21:32,1992-05-15 03:21:32
104,1,B.8.3,"Row: B, Rack: 8, Shelf: 3",1992-05-15 03:21:32,1992-05-15 03:21:32
105,1,B.9.0,"Row: B, Rack: 9, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
106,1,B.9.1,"Row: B, Rack: 9, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
107,1,B.9.2,"Row: B, Rack: 9, Shelf: 2",1992-05-15 03:21:32,1992-05-15 03:21:32
108,1,B.9.3,"Row: B, Rack: 9, Shelf: 3",1992-05-15 03:21:32,1992-05-15 03:21:32
109,1,B.10.0,"Row: B, Rack: 10, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
110,1,B.10.1,"Row: B, Rack: 10, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
111,1,B.10.2,"Row: B, Rack: 10, Shelf: 2",1992-05-15 03:21:32,1992-05-15 03:21:32
112,1,B.11.0,"Row: B, Rack: 11, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
113,1,B.11.1,"Row: B, Rack: 11, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
114,1,B.12.0,"Row: B, Rack: 12, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
115,1,B.12.1,"Row: B, Rack: 12, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
116,1,B.12.2,"Row: B, Rack: 12, Shelf: 2",1992-05-15 03:21:32,1992-05-15 03:21:32
117,1,B.12.3,"Row: B, Rack: 12, Shelf: 3",1992-05-15 03:21:32,1992-05-15 03:21:32
118,1,B.12.4,"Row: B, Rack: 12, Shelf: 4",1992-05-15 03:21:32,1992-05-15 03:21:32
119,1,B.13.0,"Row: B, Rack: 13, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
120,1,B.13.1,"Row: B, Rack: 13, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
121,1,B.14.0,"Row: B, Rack: 14, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
122,1,B.14.1,"Row: B, Rack: 14, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
123,1,B.14.2,"Row: B, Rack: 14, Shelf: 2",1992-05-15 03:21:32,1992-05-15 03:21:32
124,1,B.14.3,"Row: B, Rack: 14, Shelf: 3",1992-05-15 03:21:32,1992-05-15 03:21:32
125,1,B.14.4,"Row: B, Rack: 14, Shelf: 4",1992-05-15 03:21:32,1992-05-15 03:21:32
126,1,B.15.0,"Row: B, Rack: 15, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
127,1,B.15.1,"Row: B, Rack: 15, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
128,1,B.16.0,"Row: B, Rack: 16, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
129,1,B.16.1,"Row: B, Rack: 16, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
130,1,B.17.0,"Row: B, Rack: 17, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
131,1,B.17.1,"Row: B, Rack: 17, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
132,1,B.17.2,"Row: B, Rack: 17, Shelf: 2",1992-05-15 03:21:32,1992-05-15 03:21:32
133,1,B.17.3,"Row: B, Rack: 17, Shelf: 3",1992-05-15 03:21:32,1992-05-15 03:21:32
134,1,C.1.0,"Row: C, Rack: 1, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
135,1,C.1.1,"Row: C, Rack: 1, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
136,1,C.1.2,"Row: C, Rack: 1, Shelf: 2",1992-05-15 03:21:32,1992-05-15 03:21:32
137,1,C.1.3,"Row: C, Rack: 1, Shelf: 3",1992-05-15 03:21:32,1992-05-15 03:21:32
138,1,C.1.4,"Row: C, Rack: 1, Shelf: 4",1992-05-15 03:21:32,1992-05-15 03:21:32
139,1,C.2.0,"Row: C, Rack: 2, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
140,1,C.3.0,"Row: C, Rack: 3, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
141,1,C.3.1,"Row: C, Rack: 3, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
142,1,C.3.2,"Row: C, Rack: 3, Shelf: 2",1992-05-15 03:21:32,1992-05-15 03:21:32
143,1,C.3.3,"Row: C, Rack: 3, Shelf: 3",1992-05-15 03:21:32,1992-05-15 03:21:32
144,1,C.4.0,"Row: C, Rack: 4, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
145,1,C.4.1,"Row: C, Rack: 4, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
146,1,C.5.0,"Row: C, Rack: 5, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
147,1,C.5.1,"Row: C, Rack: 5, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
148,1,C.5.2,"Row: C, Rack: 5, Shelf: 2",1992-05-15 03:21:32,1992-05-15 03:21:32
149,1,C.5.3,"Row: C, Rack: 5, Shelf: 3",1992-05-15 03:21:32,1992-05-15 03:21:32
150,1,C.5.4,"Row: C, Rack: 5, Shelf: 4",1992-05-15 03:21:32,1992-05-15 03:21:32
151,1,C.6.0,"Row: C, Rack: 6, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
152,1,C.6.1,"Row: C, Rack: 6, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
153,1,C.6.2,"Row: C, Rack: 6, Shelf: 2",1992-05-15 03:21:32,1992-05-15 03:21:32
154,1,C.6.3,"Row: C, Rack: 6, Shelf: 3",1992-05-15 03:21:32,1992-05-15 03:21:32
155,1,C.7.0,"Row: C, Rack: 7, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
156,1,C.8.0,"Row: C, Rack: 8, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
157,1,C.9.0,"Row: C, Rack: 9, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
158,1,C.9.1,"Row: C, Rack: 9, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
159,1,C.9.2,"Row: C, Rack: 9, Shelf: 2",1992-05-15 03:21:32,1992-05-15 03:21:32
160,1,C.10.0,"Row: C, Rack: 10, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
161,1,C.10.1,"Row: C, Rack: 10, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
162,1,C.10.2,"Row: C, Rack: 10, Shelf: 2",1992-05-15 03:21:32,1992-05-15 03:21:32
163,1,C.10.3,"Row: C, Rack: 10, Shelf: 3",1992-05-15 03:21:32,1992-05-15 03:21:32
164,1,C.10.4,"Row: C, Rack: 10, Shelf: 4",1992-05-15 03:21:32,1992-05-15 03:21:32
165,1,C.11.0,"Row: C, Rack: 11, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
166,1,C.11.1,"Row: C, Rack: 11, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
167,1,C.11.2,"Row: C, Rack: 11, Shelf: 2",1992-05-15 03:21:32,1992-05-15 03:21:32
168,1,C.12.0,"Row: C, Rack: 12, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
169,1,C.12.1,"Row: C, Rack: 12, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
170,1,C.12.2,"Row: C, Rack: 12, Shelf: 2",1992-05-15 03:21:32,1992-05-15 03:21:32
171,1,C.12.3,"Row: C, Rack: 12, Shelf: 3",1992-05-15 03:21:32,1992-05-15 03:21:32
172,1,C.13.0,"Row: C, Rack: 13, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
173,1,C.13.1,"Row: C, Rack: 13, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
174,1,C.13.2,"Row: C, Rack: 13, Shelf: 2",1992-05-15 03:21:32,1992-05-15 03:21:32
175,1,C.13.3,"Row: C, Rack: 13, Shelf: 3",1992-05-15 03:21:32,1992-05-15 03:21:32
176,1,C.14.0,"Row: C, Rack: 14, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
177,1,C.15.0,"Row: C, Rack: 15, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
178,1,C.15.1,"Row: C, Rack: 15, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
179,1,C.15.2,"Row: C, Rack: 15, Shelf: 2",1992-05-15 03:21:32,1992-05-15 03:21:32
180,1,C.15.3,"Row: C, Rack: 15, Shelf: 3",1992-05-15 03:21:32,1992-05-15 03:21:32
181,1,C.15.4,"Row: C, Rack: 15, Shelf: 4",1992-05-15 03:21:32,1992-05-15 03:21:32
182,1,C.16.0,"Row: C, Rack: 16, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
183,1,C.17.0,"Row: C, Rack: 17, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
184,1,C.17.1,"Row: C, Rack: 17, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
185,1,C.17.2,"Row: C, Rack: 17, Shelf: 2",1992-05-15 03:21:32,1992-05-15 03:21:32
186,1,C.17.3,"Row: C, Rack: 17, Shelf: 3",1992-05-15 03:21:32,1992-05-15 03:21:32
187,1,C.17.4,"Row: C, Rack: 17, Shelf: 4",1992-05-15 03:21:32,1992-05-15 03:21:32
188,1,C.18.0,"Row: C, Rack: 18, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
189,1,C.18.1,"Row: C, Rack: 18, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
190,1,C.18.2,"Row: C, Rack: 18, Shelf: 2",1992-05-15 03:21:32,1992-05-15 03:21:32
191,1,C.18.3,"Row: C, Rack: 18, Shelf: 3",1992-05-15 03:21:32,1992-05-15 03:21:32
192,1,C.19.0,"Row: C, Rack: 19, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
193,1,C.19.1,"Row: C, Rack: 19, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
194,1,C.19.2,"Row: C, Rack: 19, Shelf: 2",1992-05-15 03:21:32,1992-05-15 03:21:32
195,1,C.19.3,"Row: C, Rack: 19, Shelf: 3",1992-05-15 03:21:32,1992-05-15 03:21:32
196,1,C.20.0,"Row: C, Rack: 20, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
197,1,C.20.1,"Row: C, Rack: 20, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
198,1,C.21.0,"Row: C, Rack: 21, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
199,1,C.22.0,"Row: C, Rack: 22, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
200,1,C.23.0,"Row: C, Rack: 23, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
201,1,C.23.1,"Row: C, Rack: 23, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
202,1,C.23.2,"Row: C, Rack: 23, Shelf: 2",1992-05-15 03:21:32,1992-05-15 03:21:32
203,1,C.23.3,"Row: C, Rack: 23, Shelf: 3",1992-05-15 03:21:32,1992-05-15 03:21:32
204,1,C.23.4,"Row: C, Rack: 23, Shelf: 4",1992-05-15 03:21:32,1992-05-15 03:21:32
205,1,D.1.0,"Row: D, Rack: 1, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
206,1,D.1.1,"Row: D, Rack: 1, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
207,1,D.1.2,"Row: D, Rack: 1, Shelf: 2",1992-05-15 03:21:32,1992-05-15 03:21:32
208,1,D.1.3,"Row: D, Rack: 1, Shelf: 3",1992-05-15 03:21:32,1992-05-15 03:21:32
209,1,D.1.4,"Row: D, Rack: 1, Shelf: 4",1992-05-15 03:21:32,1992-05-15 03:21:32
210,1,D.2.0,"Row: D, Rack: 2, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
211,1,D.2.1,"Row: D, Rack: 2, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
212,1,D.2.2,"Row: D, Rack: 2, Shelf: 2",1992-05-15 03:21:32,1992-05-15 03:21:32
213,1,D.2.3,"Row: D, Rack: 2, Shelf: 3",1992-05-15 03:21:32,1992-05-15 03:21:32
214,1,D.2.4,"Row: D, Rack: 2, Shelf: 4",1992-05-15 03:21:32,1992-05-15 03:21:32
215,1,D.3.0,"Row: D, Rack: 3, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
216,1,D.3.1,"Row: D, Rack: 3, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
217,1,D.3.2,"Row: D, Rack: 3, Shelf: 2",1992-05-15 03:21:32,1992-05-15 03:21:32
218,1,D.3.3,"Row: D, Rack: 3, Shelf: 3",1992-05-15 03:21:32,1992-05-15 03:21:32
219,1,D.3.4,"Row: D, Rack: 3, Shelf: 4",1992-05-15 03:21:32,1992-05-15 03:21:32
220,1,D.4.0,"Row: D, Rack: 4, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
221,1,D.4.1,"Row: D, Rack: 4, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
222,1,D.4.2,"Row: D, Rack: 4, Shelf: 2",1992-05-15 03:21:32,1992-05-15 03:21:32
223,1,D.4.3,"Row: D, Rack: 4, Shelf: 3",1992-05-15 03:21:32,1992-05-15 03:21:32
224,1,D.5.0,"Row: D, Rack: 5, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
225,1,D.5.1,"Row: D, Rack: 5, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
226,1,D.6.0,"Row: D, Rack: 6, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
227,1,D.6.1,"Row: D, Rack: 6, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
228,1,D.6.2,"Row: D, Rack: 6, Shelf: 2",1992-05-15 03:21:32,1992-05-15 03:21:32
229,1,D.7.0,"Row: D, Rack: 7, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
230,1,D.7.1,"Row: D, Rack: 7, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
231,1,D.7.2,"Row: D, Rack: 7, Shelf: 2",1992-05-15 03:21:32,1992-05-15 03:21:32
232,1,D.7.3,"Row: D, Rack: 7, Shelf: 3",1992-05-15 03:21:32,1992-05-15 03:21:32
233,1,D.7.4,"Row: D, Rack: 7, Shelf: 4",1992-05-15 03:21:32,1992-05-15 03:21:32
234,1,D.8.0,"Row: D, Rack: 8, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
235,1,D.8.1,"Row: D, Rack: 8, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
236,1,D.8.2,"Row: D, Rack: 8, Shelf: 2",1992-05-15 03:21:32,1992-05-15 03:21:32
237,1,D.8.3,"Row: D, Rack: 8, Shelf: 3",1992-05-15 03:21:32,1992-05-15 03:21:32
238,1,D.8.4,"Row: D, Rack: 8, Shelf: 4",1992-05-15 03:21:32,1992-05-15 03:21:32
239,1,D.9.0,"Row: D, Rack: 9, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
240,1,D.10.0,"Row: D, Rack: 10, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
241,1,D.10.1,"Row: D, Rack: 10, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
242,1,D.10.2,"Row: D, Rack: 10, Shelf: 2",1992-05-15 03:21:32,1992-05-15 03:21:32
243,1,D.11.0,"Row: D, Rack: 11, Shelf: 0",1992-05-15 03:21:32,1992-05-15 03:21:32
244,1,D.11.1,"Row: D, Rack: 11, Shelf: 1",1992-05-15 03:21:32,1992-05-15 03:21:32
